id_venda,data,ano,mes,trimestre,dia_semana,categoria,produto,regiao,estado,cidade,vendedor,cliente,quantidade,preco_unitario,desconto_percentual,valor_total,forma_pagamento,custo_unitario,status,custo_total,lucro,margem_lucro
V202305675,2020-11-04,2020,11,4,WEDNESDAY,BELEZA,BATOM,NORDESTE,SE,CIDADE DESCONHECIDA,RICARDO ALMEIDA,PAULO GOMES,4,116.5,22.62,360.57,PIX,77.67,CONCLUÍDA,310.68,49.889999999999986,13.84
V202005676,2024-12-12,2024,12,4,THURSDAY,BELEZA,SHAMPOO,SUDESTE,ES,CIDADE DESCONHECIDA,LUCAS ALMEIDA,PAULO SANTOS,3,62.99,21.7,147.97,CARTAO CREDITO,43.7,CONCLUÍDA,131.10000000000002,16.869999999999976,11.4
V202105677,2023-01-11,2023,1,1,WEDNESDAY,MODA,CALÇA JEANS,NORDESTE,AL,CIDADE DESCONHECIDA,CARLOS RIBEIRO,AMANDA OLIVEIRA,3,208.14,16.98,518.37,BOLETO,128.76,CONCLUÍDA,386.28,132.09000000000003,25.48
V202205678,2024-03-26,2024,3,1,TUESDAY,CASA,MESA,NORDESTE,PE,CIDADE DESCONHECIDA,GUSTAVO SANTOS,AMANDA RIBEIRO,3,1977.77,6.93,5522.09,PIX,1060.55,CONCLUÍDA,3181.6499999999996,2340.4400000000005,42.38
V202305679,2024-12-15,2024,12,4,SUNDAY,MODA,TÊNIS,SUL,PR,LONDRINA,JULIANA SOUZA,PAULO ALVES,5,244.76,32.28,828.7,DINHEIRO,146.69,CANCELADA,733.45,95.25,11.49
V202005680,2021-03-22,2021,3,1,MONDAY,MODA,TÊNIS,SUL,PR,CURITIBA,RICARDO LIMA,GUSTAVO COSTA,3,183.41,0.0,550.23,DINHEIRO,105.99,CONCLUÍDA,317.96999999999997,232.26000000000005,42.21
V202105681,2021-01-04,2021,1,1,MONDAY,MODA,TÊNIS,NORTE,RO,CIDADE DESCONHECIDA,PATRÍCIA SILVA,LUCAS OLIVEIRA,1,170.93,10.66,152.71,BOLETO,106.73,CONCLUÍDA,106.73,45.980000000000004,30.11
V202205682,2020-04-24,2020,4,2,FRIDAY,ESPORTES,ESTEIRA,SUDESTE,ES,CIDADE DESCONHECIDA,JOSÉ SOUZA,ANA ALMEIDA,1,810.14,0.0,810.14,CARTAO DEBITO,488.85,CONCLUÍDA,488.85,321.28999999999996,39.66
V202305683,2020-02-06,2020,2,1,THURSDAY,MODA,BOLSA,NORTE,AM,CIDADE DESCONHECIDA,MARIA SOUZA,GUSTAVO SOUZA,5,105.77,0.0,528.85,CARTAO DEBITO,47.71,CONCLUÍDA,238.55,290.3,54.89
V202005684,2021-06-28,2021,6,2,MONDAY,MODA,BOLSA,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,CARLOS ALMEIDA,JOSÉ MARTINS,1,169.25,0.0,169.25,CARTAO CREDITO,74.72,CONCLUÍDA,74.72,94.53,55.85
V202105685,2021-05-26,2021,5,2,WEDNESDAY,ELETRÔNICOS,SMARTPHONE,NORDESTE,SE,CIDADE DESCONHECIDA,PAULO FERNANDES,RICARDO SILVA,1,1806.31,0.0,1806.31,DINHEIRO,872.47,CONCLUÍDA,872.47,933.8399999999999,51.7
V202205686,2021-06-22,2021,6,2,TUESDAY,CASA,GELADEIRA,NORDESTE,AL,CIDADE DESCONHECIDA,BEATRIZ OLIVEIRA,CARLOS PEREIRA,1,2834.28,0.0,2834.28,CARTAO DEBITO,1801.41,CONCLUÍDA,1801.41,1032.8700000000001,36.44
V202305687,2023-03-23,2023,3,1,THURSDAY,BELEZA,PERFUME,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,BEATRIZ LIMA,ROBERTO SOUZA,1,115.14,0.0,115.14,BOLETO,53.98,CONCLUÍDA,53.98,61.160000000000004,53.12
V202005688,2023-09-19,2023,9,3,TUESDAY,CASA,CAMA,NORDESTE,AL,CIDADE DESCONHECIDA,PAULO MARTINS,JOSÉ GOMES,4,2338.76,0.0,9355.04,DINHEIRO,1088.71,CONCLUÍDA,4354.84,5000.200000000001,53.45
V202105689,2024-07-02,2024,7,3,TUESDAY,ELETRÔNICOS,SMARTPHONE,NORDESTE,PI,CIDADE DESCONHECIDA,JULIANA SILVA,ROBERTO COSTA,3,3823.23,8.88,10451.37,CARTAO DEBITO,2593.8,CONCLUÍDA,7781.400000000001,2669.9700000000003,25.55
V202205690,2025-08-19,2025,8,3,TUESDAY,CASA,GELADEIRA,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,ROBERTO LIMA,CARLOS ALMEIDA,4,2140.08,0.0,8560.32,PIX,1088.41,CONCLUÍDA,4353.64,4206.679999999999,49.14
V202305691,2020-01-15,2020,1,1,WEDNESDAY,ESPORTES,HALTERES,SUDESTE,SP,SOROCABA,JOSÉ SOUZA,AMANDA OLIVEIRA,5,426.59,15.5,1802.27,BOLETO,269.55,CANCELADA,1347.75,454.52,25.22
V202005692,2021-08-11,2021,8,3,WEDNESDAY,MODA,CALÇA JEANS,NORDESTE,AL,CIDADE DESCONHECIDA,JULIANA RIBEIRO,AMANDA LIMA,5,98.89,0.0,494.45,BOLETO,68.26,CONCLUÍDA,341.3,153.14999999999998,30.97
V202105693,2025-10-11,2025,10,4,SATURDAY,CASA,SOFÁ,SUL,RS,CANOAS,RICARDO SOUZA,CAMILA LIMA,2,304.82,0.0,609.64,PIX,173.23,CONCLUÍDA,346.46,263.18,43.17
V202205694,2024-12-18,2024,12,4,WEDNESDAY,ELETRÔNICOS,TABLET,SUL,PR,MARINGÁ,JOSÉ SANTOS,RICARDO ALVES,1,1258.71,19.38,1014.78,PIX,693.76,CONCLUÍDA,693.76,321.02,31.63
V202305695,2022-10-16,2022,10,4,SUNDAY,CASA,GELADEIRA,SUDESTE,MG,BELO HORIZONTE,RICARDO MARTINS,MARIA ALMEIDA,5,2097.52,0.0,10487.6,BOLETO,845.37,CONCLUÍDA,4226.85,6260.75,59.7
V202005696,2021-06-21,2021,6,2,MONDAY,BELEZA,SHAMPOO,SUL,SC,JOINVILLE,PAULO RIBEIRO,RICARDO MARTINS,2,53.75,0.0,107.5,BOLETO,28.55,CONCLUÍDA,57.1,50.4,46.88
V202105697,2025-07-21,2025,7,3,MONDAY,ELETRÔNICOS,SMARTPHONE,NORTE,AM,CIDADE DESCONHECIDA,ROBERTO OLIVEIRA,JOSÉ OLIVEIRA,2,901.68,8.59,1648.52,DINHEIRO,364.55,CONCLUÍDA,729.1,919.42,55.77
V202205698,2021-11-23,2021,11,4,TUESDAY,ELETRÔNICOS,NOTEBOOK,SUL,RS,CANOAS,JOSÉ SILVA,FERNANDO PEREIRA,3,1334.89,19.0,3243.81,BOLETO,568.48,CONCLUÍDA,1705.44,1538.37,47.42
V202305699,2021-03-20,2021,3,1,SATURDAY,ELETRÔNICOS,SMART TV,SUDESTE,ES,CIDADE DESCONHECIDA,RICARDO MARTINS,MARIA GOMES,3,2587.85,0.0,7763.55,BOLETO,1186.07,CONCLUÍDA,3558.21,4205.34,54.17
V202005700,2022-12-16,2022,12,4,FRIDAY,CASA,CADEIRA,NORTE,AP,CIDADE DESCONHECIDA,MARIA SOUZA,JOSÉ SILVA,4,2022.75,18.12,6624.91,CARTAO DEBITO,1071.46,CONCLUÍDA,4285.84,2339.0699999999997,35.31
V202105701,2024-08-15,2024,8,3,THURSDAY,ELETRÔNICOS,TABLET,NORTE,PA,CIDADE DESCONHECIDA,FERNANDO SILVA,JULIANA LIMA,3,4774.42,12.8,12490.13,BOLETO,3285.21,CONCLUÍDA,9855.630000000001,2634.499999999998,21.09
V202205702,2024-11-13,2024,11,4,WEDNESDAY,CASA,SOFÁ,NORDESTE,AL,CIDADE DESCONHECIDA,PAULO SANTOS,PATRÍCIA SOUZA,3,257.7,30.57,536.76,CARTAO DEBITO,146.32,CONCLUÍDA,438.96,97.80000000000001,18.22
V202305703,2024-06-06,2024,6,2,THURSDAY,ESPORTES,BICICLETA,NORDESTE,BA,CIDADE DESCONHECIDA,JOSÉ COSTA,BEATRIZ ALVES,4,569.89,0.0,2279.56,BOLETO,300.9,CONCLUÍDA,1203.6,1075.96,47.2
V202005704,2021-03-16,2021,3,1,TUESDAY,BELEZA,SHAMPOO,SUDESTE,RJ,PETRÓPOLIS,JOSÉ RODRIGUES,LUCAS PEREIRA,5,61.7,0.0,308.5,DINHEIRO,37.05,CONCLUÍDA,185.25,123.25,39.95
V202105705,2021-06-15,2021,6,2,TUESDAY,BELEZA,MAQUIAGEM,SUDESTE,ES,CIDADE DESCONHECIDA,ROBERTO RIBEIRO,BEATRIZ COSTA,5,194.15,10.21,871.6,CARTAO CREDITO,125.08,CONCLUÍDA,625.4,246.20000000000005,28.25
V202205706,2021-06-21,2021,6,2,MONDAY,ESPORTES,BICICLETA,NORTE,AP,CIDADE DESCONHECIDA,RICARDO RODRIGUES,FERNANDO COSTA,4,1388.02,0.0,5552.08,DINHEIRO,823.1,CONCLUÍDA,3292.4,2259.68,40.7
V202305707,2024-02-05,2024,2,1,MONDAY,CASA,CADEIRA,SUL,PR,LONDRINA,PATRÍCIA MARTINS,JOSÉ COSTA,3,2994.07,0.0,8982.21,DINHEIRO,1972.93,CONCLUÍDA,5918.79,3063.419999999999,34.11
V202005708,2022-02-13,2022,2,1,SUNDAY,ELETRÔNICOS,NOTEBOOK,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,PAULO SOUZA,PATRÍCIA FERNANDES,2,3003.03,11.05,5342.22,CARTAO CREDITO,1452.75,CONCLUÍDA,2905.5,2436.7200000000003,45.61
V202105709,2023-06-10,2023,6,2,SATURDAY,BELEZA,SHAMPOO,NORTE,RR,CIDADE DESCONHECIDA,CARLOS SANTOS,ANA GOMES,4,189.05,0.0,756.2,PIX,123.63,CONCLUÍDA,494.52,261.68000000000006,34.6
V202205710,2022-01-16,2022,1,1,SUNDAY,ELETRÔNICOS,SMARTPHONE,SUL,SC,BLUMENAU,CARLOS LIMA,AMANDA SANTOS,4,3450.29,16.11,11577.95,BOLETO,1631.77,CONCLUÍDA,6527.08,5050.870000000001,43.62
V202305711,2023-01-15,2023,1,1,SUNDAY,ELETRÔNICOS,FONES DE OUVIDO,SUL,SC,BLUMENAU,MARIA SANTOS,JULIANA SANTOS,3,4052.28,5.23,11521.01,DINHEIRO,2222.93,CONCLUÍDA,6668.789999999999,4852.220000000001,42.12
V202005712,2025-10-27,2025,10,4,MONDAY,ESPORTES,HALTERES,SUDESTE,MG,CONTAGEM,AMANDA MARTINS,CAMILA LIMA,1,157.88,0.0,157.88,BOLETO,107.39,CANCELADA,107.39,50.489999999999995,31.98
V202105713,2022-11-27,2022,11,4,SUNDAY,BELEZA,PERFUME,NORDESTE,SE,CIDADE DESCONHECIDA,FERNANDO SILVA,CAMILA ALMEIDA,2,197.38,20.08,315.51,DINHEIRO,88.82,CANCELADA,177.64,137.87,43.7
V202205714,2025-09-05,2025,9,3,FRIDAY,BELEZA,BATOM,NORDESTE,RN,CIDADE DESCONHECIDA,PATRÍCIA RODRIGUES,BEATRIZ RIBEIRO,2,52.69,0.0,105.38,PIX,21.16,CONCLUÍDA,42.32,63.059999999999995,59.84
V202305715,2024-01-30,2024,1,1,TUESDAY,BELEZA,BATOM,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,FERNANDO LIMA,MARIA FERNANDES,1,158.98,8.05,146.19,CARTAO CREDITO,83.11,CONCLUÍDA,83.11,63.08,43.15
V202005716,2024-07-24,2024,7,3,WEDNESDAY,MODA,VESTIDO,SUDESTE,SP,CAMPINAS,PATRÍCIA RODRIGUES,ANA SANTOS,4,233.08,15.35,789.24,BOLETO,140.16,CONCLUÍDA,560.64,228.60000000000002,28.96
V202105717,2024-10-27,2024,10,4,SUNDAY,ELETRÔNICOS,FONES DE OUVIDO,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,ROBERTO FERNANDES,JULIANA RIBEIRO,3,1404.92,0.0,4214.76,CARTAO CREDITO,745.88,CONCLUÍDA,2237.64,1977.1200000000003,46.91
V202205718,2022-12-11,2022,12,4,SUNDAY,MODA,CAMISETA,SUL,PR,LONDRINA,ANA OLIVEIRA,LUCAS OLIVEIRA,3,162.03,23.77,370.54,PIX,102.56,CONCLUÍDA,307.68,62.860000000000014,16.96
V202305719,2024-02-07,2024,2,1,WEDNESDAY,ELETRÔNICOS,NOTEBOOK,NORTE,AP,CIDADE DESCONHECIDA,ANA RIBEIRO,AMANDA ALVES,3,1057.45,0.0,3172.35,PIX,508.26,CONCLUÍDA,1524.78,1647.57,51.94
V202005720,2022-01-26,2022,1,1,WEDNESDAY,ELETRÔNICOS,FONES DE OUVIDO,SUDESTE,MG,UBERLÂNDIA,JULIANA OLIVEIRA,FERNANDO SANTOS,4,4247.88,17.61,13999.95,DINHEIRO,1806.46,CONCLUÍDA,7225.84,6774.110000000001,48.39
V202105721,2024-01-03,2024,1,1,WEDNESDAY,MODA,TÊNIS,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,LUCAS RODRIGUES,AMANDA OLIVEIRA,1,113.25,7.48,104.78,DINHEIRO,45.55,CONCLUÍDA,45.55,59.230000000000004,56.53
V202205722,2021-03-15,2021,3,1,MONDAY,ELETRÔNICOS,SMART TV,SUDESTE,SP,SÃO PAULO,ROBERTO COSTA,LUCAS ALMEIDA,1,2091.75,0.0,2091.75,CARTAO CREDITO,1131.62,CONCLUÍDA,1131.62,960.1300000000001,45.9
V202305723,2022-01-20,2022,1,1,THURSDAY,MODA,CALÇA JEANS,SUL,PR,CURITIBA,JOSÉ GOMES,PAULO RIBEIRO,4,70.36,13.24,244.19,CARTAO CREDITO,45.32,CONCLUÍDA,181.28,62.91,25.76
V202005724,2020-02-04,2020,2,1,TUESDAY,ESPORTES,RAQUETE,SUL,RS,CANOAS,PAULO FERNANDES,JOSÉ ALMEIDA,4,361.88,0.0,1447.52,DINHEIRO,191.49,CONCLUÍDA,765.96,681.56,47.08
V202105725,2020-02-24,2020,2,1,MONDAY,CASA,CADEIRA,NORDESTE,RN,CIDADE DESCONHECIDA,ROBERTO ALVES,CAMILA MARTINS,5,1001.91,0.0,5009.55,CARTAO DEBITO,600.46,CONCLUÍDA,3002.3,2007.25,40.07
V202205726,2023-08-24,2023,8,3,THURSDAY,CASA,GELADEIRA,NORTE,RO,CIDADE DESCONHECIDA,FERNANDO SANTOS,JULIANA SANTOS,3,370.19,0.0,1110.57,BOLETO,243.23,CONCLUÍDA,729.6899999999999,380.88,34.3
V202305727,2021-03-31,2021,3,1,WEDNESDAY,BELEZA,SHAMPOO,NORDESTE,PB,CIDADE DESCONHECIDA,JULIANA PEREIRA,JULIANA SILVA,2,138.55,0.0,277.1,PIX,93.38,CONCLUÍDA,186.76,90.34000000000003,32.6
V202005728,2021-01-28,2021,1,1,THURSDAY,CASA,MESA,SUDESTE,MG,CONTAGEM,JULIANA SILVA,LUCAS OLIVEIRA,1,2911.86,9.37,2639.15,DINHEIRO,1411.06,CONCLUÍDA,1411.06,1228.0900000000001,46.53
V202105729,2024-08-27,2024,8,3,TUESDAY,BELEZA,CREME,NORTE,AM,CIDADE DESCONHECIDA,PATRÍCIA SANTOS,BEATRIZ MARTINS,1,160.63,0.0,160.63,CARTAO DEBITO,88.44,CONCLUÍDA,88.44,72.19,44.94
V202205730,2021-10-31,2021,10,4,SUNDAY,CASA,CAMA,NORTE,PA,CIDADE DESCONHECIDA,JULIANA SOUZA,FERNANDO ALVES,4,2874.53,0.0,11498.12,CARTAO DEBITO,1843.94,CONCLUÍDA,7375.76,4122.360000000001,35.85
V202305731,2025-11-15,2025,11,4,SATURDAY,ESPORTES,BOLA,SUDESTE,RJ,PETRÓPOLIS,PATRÍCIA MARTINS,ANA SOUZA,5,1452.81,20.93,5743.71,CARTAO DEBITO,848.7,CONCLUÍDA,4243.5,1500.21,26.12
V202005732,2024-09-15,2024,9,3,SUNDAY,MODA,TÊNIS,SUL,SC,FLORIANÓPOLIS,PAULO ALVES,JULIANA FERNANDES,4,273.57,0.0,1094.28,PIX,119.94,CONCLUÍDA,479.76,614.52,56.16
V202105733,2024-02-20,2024,2,1,TUESDAY,ELETRÔNICOS,FONES DE OUVIDO,SUL,SC,BLUMENAU,CARLOS FERNANDES,RICARDO ALVES,3,4067.65,0.0,12202.95,CARTAO CREDITO,1867.0,CONCLUÍDA,5601.0,6601.950000000001,54.1
V202205734,2024-01-11,2024,1,1,THURSDAY,ESPORTES,BOLA,SUL,RS,CACHOEIRINHA,JOSÉ COSTA,LUCAS FERNANDES,2,612.16,12.71,1068.67,CARTAO CREDITO,375.54,CONCLUÍDA,751.08,317.59000000000003,29.72
V202305735,2022-03-01,2022,3,1,TUESDAY,MODA,VESTIDO,SUL,PR,MARINGÁ,PAULO SOUZA,CAMILA ALVES,2,213.02,0.0,426.04,CARTAO DEBITO,89.29,CONCLUÍDA,178.58,247.46,58.08
V202005736,2023-04-24,2023,4,2,MONDAY,CASA,SOFÁ,SUL,SC,FLORIANÓPOLIS,MARIA LIMA,RICARDO ALMEIDA,3,571.7,0.0,1715.1,CARTAO DEBITO,303.77,CONCLUÍDA,911.31,803.79,46.87
V202105737,2023-07-02,2023,7,3,SUNDAY,BELEZA,PERFUME,SUL,PR,CURITIBA,LUCAS GOMES,GUSTAVO PEREIRA,3,40.44,16.76,100.98,BOLETO,27.34,CONCLUÍDA,82.02,18.960000000000008,18.78
V202205738,2021-04-19,2021,4,2,MONDAY,CASA,CAMA,NORDESTE,PB,CIDADE DESCONHECIDA,ANA PEREIRA,JULIANA LIMA,3,2469.34,0.0,7408.02,DINHEIRO,1512.49,CONCLUÍDA,4537.47,2870.55,38.75
V202305739,2023-07-10,2023,7,3,MONDAY,MODA,CAMISETA,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,ROBERTO OLIVEIRA,CARLOS PEREIRA,3,182.78,9.26,497.58,CARTAO CREDITO,79.26,CONCLUÍDA,237.78000000000003,259.79999999999995,52.21
V202005740,2025-12-11,2025,12,4,THURSDAY,CASA,GELADEIRA,NORTE,PA,CIDADE DESCONHECIDA,JULIANA GOMES,JULIANA RIBEIRO,5,1742.94,15.55,7359.45,CARTAO DEBITO,883.69,CANCELADA,4418.450000000001,2940.999999999999,39.96
V202105741,2022-09-26,2022,9,3,MONDAY,CASA,GELADEIRA,SUL,PR,CURITIBA,AMANDA RIBEIRO,RICARDO RODRIGUES,4,1851.42,0.0,7405.68,CARTAO CREDITO,768.91,CONCLUÍDA,3075.64,4330.040000000001,58.47
V202205742,2022-02-24,2022,2,1,THURSDAY,MODA,BOLSA,NORTE,AM,CIDADE DESCONHECIDA,JOSÉ PEREIRA,PATRÍCIA COSTA,2,244.12,0.0,488.24,CARTAO DEBITO,159.78,CONCLUÍDA,319.56,168.68,34.55
V202305743,2025-02-14,2025,2,1,FRIDAY,ESPORTES,ESTEIRA,SUDESTE,ES,CIDADE DESCONHECIDA,LUCAS COSTA,GUSTAVO SOUZA,5,1180.62,0.0,5903.1,PIX,589.19,CANCELADA,2945.9500000000003,2957.15,50.09
V202005744,2024-05-31,2024,5,2,FRIDAY,CASA,CADEIRA,NORTE,AC,CIDADE DESCONHECIDA,LUCAS MARTINS,RICARDO RIBEIRO,1,1962.78,13.81,1691.69,BOLETO,870.01,CONCLUÍDA,870.01,821.6800000000001,48.57
V202105745,2020-07-08,2020,7,3,WEDNESDAY,MODA,TÊNIS,SUL,PR,CURITIBA,LUCAS OLIVEIRA,CARLOS ALMEIDA,3,239.78,7.01,668.93,PIX,152.24,CONCLUÍDA,456.72,212.20999999999992,31.72
V202205746,2021-02-05,2021,2,1,FRIDAY,BELEZA,CREME,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,ANA PEREIRA,PAULO GOMES,3,166.14,0.0,498.42,CARTAO CREDITO,107.19,CONCLUÍDA,321.57,176.85000000000002,35.48
V202305747,2024-06-11,2024,6,2,TUESDAY,MODA,CALÇA JEANS,NORDESTE,PB,CIDADE DESCONHECIDA,PAULO SILVA,MARIA OLIVEIRA,2,62.6,0.0,125.2,PIX,43.24,CONCLUÍDA,86.48,38.72,30.93
V202005748,2020-03-31,2020,3,1,TUESDAY,ESPORTES,BICICLETA,SUDESTE,RJ,PETRÓPOLIS,GUSTAVO SANTOS,FERNANDO ALVES,4,521.96,0.0,2087.84,PIX,279.46,CONCLUÍDA,1117.84,970.0000000000002,46.46
V202105749,2024-04-04,2024,4,2,THURSDAY,ELETRÔNICOS,TABLET,CENTRO-OESTE,GO,CIDADE DESCONHECIDA,ROBERTO RIBEIRO,JULIANA ALMEIDA,3,3827.74,0.0,11483.22,PIX,1667.86,CONCLUÍDA,5003.58,6479.639999999999,56.43
V202205750,2025-05-16,2025,5,2,FRIDAY,ESPORTES,RAQUETE,NORTE,AC,CIDADE DESCONHECIDA,GUSTAVO OLIVEIRA,ANA ALMEIDA,5,459.05,0.0,2295.25,CARTAO DEBITO,259.57,CANCELADA,1297.85,997.4000000000001,43.45
V202305751,2023-12-04,2023,12,4,MONDAY,ESPORTES,BOLA,SUDESTE,SP,CAMPINAS,RICARDO GOMES,PATRÍCIA RIBEIRO,5,289.54,19.32,1167.96,PIX,176.24,CONCLUÍDA,881.2,286.76,24.55
V202005752,2025-02-16,2025,2,1,SUNDAY,ELETRÔNICOS,SMART TV,NORDESTE,MA,CIDADE DESCONHECIDA,RICARDO GOMES,CAMILA PEREIRA,4,4263.76,0.0,17055.04,CARTAO DEBITO,2802.57,CONCLUÍDA,11210.28,5844.76,34.27
V202105753,2022-01-13,2022,1,1,THURSDAY,ELETRÔNICOS,SMART TV,NORTE,RO,CIDADE DESCONHECIDA,JOSÉ ALMEIDA,JOSÉ RIBEIRO,5,4947.59,17.85,20321.3,BOLETO,2433.38,CONCLUÍDA,12166.900000000001,8154.399999999998,40.13
V202205754,2023-12-01,2023,12,4,FRIDAY,CASA,CAMA,SUL,PR,MARINGÁ,MARIA SILVA,GUSTAVO SILVA,4,522.02,27.76,1508.39,CARTAO CREDITO,298.76,CONCLUÍDA,1195.04,313.35000000000014,20.77
V202305755,2024-09-12,2024,9,3,THURSDAY,MODA,VESTIDO,NORDESTE,PI,CIDADE DESCONHECIDA,ANA FERNANDES,FERNANDO PEREIRA,5,200.27,0.0,1001.35,CARTAO CREDITO,104.63,CONCLUÍDA,523.15,478.20000000000005,47.76
V202005756,2024-10-02,2024,10,4,WEDNESDAY,BELEZA,SHAMPOO,NORDESTE,AL,CIDADE DESCONHECIDA,BEATRIZ SANTOS,JULIANA RODRIGUES,5,109.54,0.0,547.7,PIX,66.65,CONCLUÍDA,333.25,214.45000000000005,39.15
V202105757,2022-03-26,2022,3,1,SATURDAY,BELEZA,BATOM,SUDESTE,SP,CAMPINAS,JULIANA ALVES,JOSÉ RIBEIRO,4,148.75,0.0,595.0,CARTAO DEBITO,81.59,CONCLUÍDA,326.36,268.64,45.15
V202205758,2021-03-09,2021,3,1,TUESDAY,ESPORTES,RAQUETE,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,AMANDA OLIVEIRA,FERNANDO OLIVEIRA,3,1205.28,0.0,3615.84,PIX,651.3,CONCLUÍDA,1953.8999999999999,1661.9400000000003,45.96
V202305759,2024-05-07,2024,5,2,TUESDAY,ELETRÔNICOS,NOTEBOOK,CENTRO-OESTE,MT,CIDADE DESCONHECIDA,MARIA SANTOS,GUSTAVO LIMA,1,888.69,0.0,888.69,CARTAO CREDITO,620.24,CONCLUÍDA,620.24,268.45000000000005,30.21
V202005760,2020-09-07,2020,9,3,MONDAY,ELETRÔNICOS,TABLET,NORDESTE,MA,CIDADE DESCONHECIDA,MARIA SANTOS,PAULO PEREIRA,5,1323.58,0.0,6617.9,PIX,792.0,CONCLUÍDA,3960.0,2657.8999999999996,40.16
V202105761,2023-10-07,2023,10,4,SATURDAY,MODA,BOLSA,SUDESTE,RJ,PETRÓPOLIS,JOSÉ OLIVEIRA,CAMILA LIMA,4,67.08,10.2,240.96,BOLETO,41.84,CONCLUÍDA,167.36,73.6,30.54
V202205762,2024-02-04,2024,2,1,SUNDAY,CASA,SOFÁ,SUDESTE,SP,SÃO PAULO,PAULO ALVES,CAMILA ALMEIDA,2,2733.24,0.0,5466.48,CARTAO DEBITO,1652.93,CANCELADA,3305.86,2160.6199999999994,39.52
V202305763,2020-10-22,2020,10,4,THURSDAY,MODA,VESTIDO,NORTE,RO,CIDADE DESCONHECIDA,PAULO SILVA,PAULO COSTA,4,166.58,0.0,666.32,CARTAO DEBITO,92.64,CONCLUÍDA,370.56,295.76000000000005,44.39
V202005764,2023-10-23,2023,10,4,MONDAY,CASA,MESA,SUDESTE,RJ,PETRÓPOLIS,ANA ALMEIDA,ANA RIBEIRO,5,1050.52,0.0,5252.6,CARTAO DEBITO,444.29,CONCLUÍDA,2221.4500000000003,3031.15,57.71
V202105765,2021-03-01,2021,3,1,MONDAY,CASA,MESA,NORDESTE,PB,CIDADE DESCONHECIDA,FERNANDO SILVA,PATRÍCIA SOUZA,2,1260.4,0.0,2520.8,CARTAO DEBITO,879.54,CONCLUÍDA,1759.08,761.7200000000003,30.22
V202205766,2021-09-05,2021,9,3,SUNDAY,MODA,BOLSA,NORTE,AM,CIDADE DESCONHECIDA,GUSTAVO SILVA,GUSTAVO PEREIRA,3,125.11,0.0,375.33,PIX,51.56,CONCLUÍDA,154.68,220.64999999999998,58.79
V202305767,2024-02-02,2024,2,1,FRIDAY,ELETRÔNICOS,TABLET,CENTRO-OESTE,DF,CIDADE DESCONHECIDA,GUSTAVO COSTA,PATRÍCIA SANTOS,4,3083.07,0.0,12332.28,PIX,1643.93,CONCLUÍDA,6575.72,5756.56,46.68
V202005768,2025-01-06,2025,1,1,MONDAY,ELETRÔNICOS,FONES DE OUVIDO,SUL,PR,CURITIBA,CARLOS FERNANDES,LUCAS MARTINS,2,2027.62,9.15,3684.07,CARTAO CREDITO,1099.55,CONCLUÍDA,2199.1,1484.9700000000003,40.31
V202105769,2021-10-13,2021,10,4,WEDNESDAY,ESPORTES,BOLA,CENTRO-OESTE,MS,CIDADE DESCONHECIDA,CARLOS COSTA,CARLOS LIMA,4,1107.56,0.0,4430.24,CARTAO DEBITO,636.87,CONCLUÍDA,2547.48,1882.7599999999998,42.5
V202205770,2021-12-23,2021,12,4,THURSDAY,CASA,GELADEIRA,NORTE,RR,CIDADE DESCONHECIDA,ANA SOUZA,AMANDA ALVES,2,435.02,20.28,693.58,CARTAO DEBITO,292.18,CONCLUÍDA,584.36,109.22000000000003,15.75
V202305771,2020-09-13,2020,9,3,SUNDAY,CASA,SOFÁ,NORTE,RO,CIDADE DESCONHECIDA,JULIANA RIBEIRO,GUSTAVO SOUZA,3,838.63,0.0,2515.89,CARTAO CREDITO,480.95,CONCLUÍDA,1442.85,1073.04,42.65
V202005772,2021-12-16,2021,12,4,THURSDAY,CASA,SOFÁ,SUL,RS,CACHOEIRINHA,ANA RIBEIRO,ANA ALMEIDA,1,488.41,23.02,375.99,PIX,262.87,CONCLUÍDA,262.87,113.12,30.09
V202105773,2024-04-08,2024,4,2,MONDAY,ELETRÔNICOS,SMARTPHONE,NORTE,AM,CIDADE DESCONHECIDA,JULIANA GOMES,GUSTAVO RODRIGUES,2,913.01,0.0,1826.02,CARTAO DEBITO,515.87,CONCLUÍDA,1031.74,794.28,43.5
V202205774,2023-04-15,2023,4,2,SATURDAY,MODA,BOLSA,NORDESTE,BA,CIDADE DESCONHECIDA,AMANDA LIMA,PATRÍCIA SOUZA,4,138.02,0.0,552.08,PIX,77.39,CONCLUÍDA,309.56,242.52000000000004,43.93
